id,host_id,neighbourhood_group,neighbourhood,room_type,latitude,longitude,price,price_capped,price_log10,minimum_nights,minimum_nights_capped,number_of_reviews,number_of_reviews_ltm,reviews_per_month,calculated_host_listings_count,availability_365,last_review,license
28706771,195796240,Isole,Dorsoduro,Entire home/apt,45.43618,12.32513,154.0,154.0,2.187520720836463,2,2,81,12,1.04,14,92,2025-08-13,IT027042C28QSVD7NZ
28711981,11869382,Isole,Castello,Entire home/apt,45.43695,12.34541,190.0,190.0,2.278753600952829,3,3,30,0,0.36,1,0,2023-09-03,IT027042C2N74VH6KK
28757696,216916937,Isole,Castello,Entire home/apt,45.43802,12.33899,124.0,124.0,2.093421685162235,2,2,384,72,4.58,1,107,2025-09-07,IT027042C2UFRPG6OO
28820537,46914920,Isole,Cannaregio,Entire home/apt,45.4439,12.33055,183.0,183.0,2.2624510897304293,2,2,61,1,0.72,3,337,2024-10-18,IT027042C2KZ7X2R3U
28850146,127348716,Terraferma,Villaggio San Marco,Private room,45.48200074189977,12.257767248832725,83.0,83.0,1.919078092376074,1,1,103,16,1.33,3,262,2025-09-07,IT027042C2G2Z5AV2I
28857367,18151381,Isole,Cannaregio,Private room,45.446033,12.327651,94.0,94.0,1.9731278535996986,1,1,470,34,5.57,3,125,2025-09-02,IT027042C2K6QWUJW2
28857743,452238766,Isole,Murano,Entire home/apt,45.45901,12.35036,199.0,199.0,2.298853076409707,1,1,71,11,0.84,4,352,2025-08-05,IT027042C2ZL3R6ZGE
28876975,29434236,Terraferma,Chirignago,Entire home/apt,45.48203,12.20489,100.0,100.0,2.0,3,3,23,1,0.28,2,365,2024-09-29,IT027042C2R929E8HA
28884005,101598912,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49415,12.24209,124.0,124.0,2.093421685162235,3,3,82,11,1.01,1,46,2025-09-10,IT027042C2B2BBZ7MO
28888340,73934712,Isole,San Marco,Entire home/apt,45.43408,12.34011,196.0,196.0,2.292256071356476,2,2,172,28,2.06,15,332,2025-06-23,IT027042C2KIYHTV3S
28928213,7167809,Isole,Cannaregio,Entire home/apt,45.43916,12.33947,164.0,164.0,2.214843848047698,3,3,184,51,2.18,2,104,2025-09-10,IT027042C2L4OPZOJ4
29004368,218253532,Isole,Murano,Entire home/apt,45.45947,12.3529,131.0,131.0,2.1172712956557644,3,3,77,13,0.94,1,330,2025-07-09,IT027042C2WS2USY4F
29054990,5602851,Isole,San Polo,Entire home/apt,45.43817,12.33398,119.0,119.0,2.075546961392531,3,3,122,41,1.8,1,104,2025-09-08,IT027042C2UKB8287B
29072174,188112161,Isole,San Polo,Entire home/apt,45.43902,12.33467,114.0,114.0,2.0569048513364727,4,4,156,45,1.85,1,252,2025-08-30,IT027042C2SVGG7MO4
29072377,16705466,Isole,Castello,Entire home/apt,45.43512,12.34175,116.0,116.0,2.0644579892269186,3,3,166,27,1.98,4,248,2025-08-20,IT027042C1FWGFAORZ
29075590,92120331,Isole,Castello,Entire home/apt,45.43502,12.34504,182.0,182.0,2.2600713879850747,7,7,198,21,2.37,4,79,2025-08-25,IT027042B4KY58SNJF
29080015,401113,Isole,San Marco,Entire home/apt,45.43692,12.33488,317.0,317.0,2.5010592622177517,3,3,18,0,0.22,4,295,2023-04-23,IT027042C2XAA9Q8JQ
29114942,9183768,Isole,Santa Croce,Entire home/apt,45.4412,12.32924,158.0,158.0,2.1986570869544226,1,1,314,59,3.79,1,304,2025-08-25,IT027042C2K4CDT54F
29171426,219813748,Isole,Castello,Entire home/apt,45.43689,12.33966,610.0,610.0,2.785329835010767,2,2,245,23,2.93,1,336,2025-08-29,IT027042B4DVJKB2IG
29207534,669047,Isole,San Marco,Entire home/apt,45.43483,12.33296,500.0,500.0,2.6989700043360187,1,1,70,8,0.94,81,303,2025-09-06,IT027042B4TEZMFGFA
29255439,220407915,Isole,Castello,Entire home/apt,45.42989,12.35693,194.0,194.0,2.287801729930226,3,3,69,2,0.84,1,48,2025-06-16,IT027042C2X5NYVJ66
29258353,146847079,Isole,Cannaregio,Entire home/apt,45.44289,12.33927,150.0,150.0,2.1760912590556813,2,2,416,86,5.35,1,203,2025-09-04,IT027042B4AKBR3RTN
29305588,25022476,Isole,San Polo,Private room,45.4399,12.3341,130.0,130.0,2.113943352306837,1,1,107,7,1.29,8,154,2025-03-08,IT027042B4Y2I86NXR
29305593,25022476,Isole,San Polo,Private room,45.43879,12.3319,130.0,130.0,2.113943352306837,1,1,43,1,0.52,8,154,2025-01-15,IT027042B4Y2I86NXR
29334993,26347085,Terraferma,Marghera Catene,Entire home/apt,45.48307,12.21507,80.0,80.0,1.9030899869919435,60,31,5,1,0.26,3,253,2024-10-04,
29346806,220672276,Isole,Cannaregio,Entire home/apt,45.44611,12.32418,114.0,114.0,2.0569048513364727,2,2,229,14,2.73,1,321,2025-08-23,IT027042B4YHSRDG9U
29355454,3972291,Isole,Castello,Entire home/apt,45.43637,12.34269,243.0,243.0,2.385606273598312,3,3,29,12,0.71,50,314,2025-08-16,IT027042B4N2RMZCFS
29376835,221315746,Terraferma,Campalto,Private room,45.48652,12.29853,283.0,283.0,2.45178643552429,31,31,1,0,0.01,1,269,2019-07-28,
29411584,152285589,Isole,Cannaregio,Hotel room,45.44087,12.33622,131.0,131.0,2.1172712956557644,1,1,116,0,1.4,3,81,2024-07-04,IT027042B4WCWCWWZL
29440020,77717973,Isole,San Marco,Entire home/apt,45.43266,12.33286,356.0,356.0,2.5514499979728753,2,2,241,24,2.93,4,288,2025-08-20,IT027042B4WFUM7W4A
29445862,219025530,Isole,Cannaregio,Entire home/apt,45.44282,12.33511,109.0,109.0,2.037426497940624,2,2,287,57,3.61,1,343,2025-09-08,IT027042B498Y8Y8H2
29453913,156216830,Isole,San Polo,Entire home/apt,45.43825,12.32709,101.0,101.0,2.0043213737826426,3,3,61,4,0.73,2,0,2024-10-31,IT027042C29V4PIFJC
29470404,2380251,Isole,San Marco,Entire home/apt,45.43574430911549,12.339595118547193,338.0,338.0,2.5289167002776547,2,2,158,38,4.17,1,253,2025-08-02,IT027042C2QXEQY38S
29481316,35297989,Isole,Santa Croce,Entire home/apt,45.44153,12.32769,149.0,149.0,2.173186268412274,3,3,161,35,1.97,1,82,2025-08-24,IT027042C2AK27KO25
29504520,31531745,Terraferma,Piave 1860,Entire home/apt,45.49063,12.23954,82.0,82.0,1.9138138523837167,31,31,220,25,2.63,1,343,2025-06-10,IT027042C2ZY9PEQYK
29510973,173200514,Isole,Dorsoduro,Entire home/apt,45.43504,12.3158,132.0,132.0,2.12057393120585,1,1,8,0,0.1,73,302,2024-04-25,IT027042B4VSYK26ZJ
29537731,173200514,Isole,Castello,Entire home/apt,45.43509,12.35656,172.0,172.0,2.2355284469075487,31,31,21,0,0.25,73,85,2023-11-01,
29602248,222820121,Isole,Cannaregio,Entire home/apt,45.43906,12.33763,131.0,131.0,2.1172712956557644,3,3,304,46,3.65,3,77,2025-09-02,IT027042C2IBEJLFT8
29620022,222956338,Isole,Cannaregio,Entire home/apt,45.445946,12.319889,164.0,164.0,2.214843848047698,3,3,249,27,3.13,1,323,2025-08-11,IT027042C2C2F4ORFU
29640692,220738219,Isole,Castello,Entire home/apt,45.435123,12.344684,288.0,288.0,2.459392487759231,7,7,105,6,1.26,2,35,2025-05-20,IT027042C2475BFNRF
29691114,177998145,Isole,San Polo,Entire home/apt,45.437649,12.33079,146.0,146.0,2.164352855784437,5,5,68,40,0.83,2,134,2025-09-06,IT027042C18W8O2NUW
29707544,84543765,Isole,San Marco,Private room,45.43463,12.32836,140.0,140.0,2.146128035678238,2,2,297,19,3.6,9,316,2025-07-28,IT027042C2XJPORFU6
29740041,9017175,Isole,San Polo,Entire home/apt,45.43863,12.33505,220.0,220.0,2.342422680822206,2,2,24,0,0.29,18,331,2024-09-04,IT027042B4QSDEIZQ9
29759316,223894432,Isole,Castello,Entire home/apt,45.43523,12.34738,149.0,149.0,2.173186268412274,2,2,286,55,3.5,2,229,2025-08-24,IT027042C2DQ95CLQW
29773829,9017175,Isole,San Polo,Entire home/apt,45.43848,12.32955,156.0,156.0,2.1931245983544616,1,1,159,34,1.94,18,339,2025-08-20,IT027042B4EGR2JCJT
29774356,31967058,Isole,Dorsoduro,Entire home/apt,45.43381,12.32378,450.0,450.0,2.6532125137753435,31,31,55,1,0.67,1,363,2024-10-01,
29774699,9017175,Isole,San Polo,Entire home/apt,45.43679,12.33116,214.0,214.0,2.330413773349191,1,1,55,1,0.67,18,294,2025-07-09,IT027042B499HAKDCT
29815301,69921858,Isole,Castello,Entire home/apt,45.43702,12.34601,205.0,205.0,2.311753861055754,1,1,32,1,0.4,8,273,2025-04-25,IT027042B4JRSASCAT
29821983,12113015,Isole,Dorsoduro,Entire home/apt,45.42932,12.33186,201.0,201.0,2.303196057420489,3,3,165,44,1.99,18,223,2025-09-03,IT027042C25RQHSKMN
29827621,84543765,Isole,Castello,Private room,45.43953,12.34213,137.0,137.0,2.1367205671564067,1,1,144,7,1.79,9,344,2025-08-18,IT027042C2Z6X8YMQI
29842075,224446903,Isole,Cannaregio,Entire home/apt,45.44478988647461,12.32431983947754,170.0,170.0,2.230448921378274,3,3,214,43,2.74,1,51,2025-08-26,IT027042C28S8F7A9H
29868433,371044163,Isole,Cannaregio,Entire home/apt,45.44132,12.33418,280.0,280.0,2.4471580313422194,3,3,61,11,0.75,1,322,2025-08-09,IT027042C29DUSORS
29875942,224668654,Isole,Cannaregio,Entire home/apt,45.44456,12.33222,145.0,145.0,2.161368002234975,4,4,79,15,1.02,1,23,2025-09-05,IT027042C2MR79FVMD
29940846,223894432,Isole,Castello,Entire home/apt,45.43701,12.34694,239.0,239.0,2.3783979009481375,2,2,301,36,3.69,2,301,2025-08-22,IT027042C2IOVNOHN9
29952324,9017175,Isole,San Marco,Entire home/apt,45.433559,12.336112,232.0,232.0,2.3654879848909,2,2,28,3,0.34,18,330,2025-07-14,IT027042B4KM4E8WXW
29973848,12182373,Isole,Santa Croce,Entire home/apt,45.43966,12.32749,220.0,220.0,2.342422680822206,1,1,110,14,1.41,1,85,2025-07-15,IT027042B4BGNKM2C4
29979020,225382344,Terraferma,Marghera Catene,Entire home/apt,45.47625,12.20651,77.0,77.0,1.8864907251724818,3,3,274,32,3.31,2,219,2025-09-07,IT027042C2JICJYVEC
29979715,12113015,Isole,San Marco,Entire home/apt,45.43541,12.33587,657.0,657.0,2.8175653695597807,3,3,87,23,1.14,18,0,2025-09-01,IT027042B4LMGRTJH9
30033139,225723764,Isole,Cannaregio,Entire home/apt,45.44838,12.32858,123.0,123.0,2.089905111439398,3,3,103,12,1.26,1,30,2025-08-15,IT027042C2PYSUAUCJ
30044194,84931602,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49387,12.23845,116.0,116.0,2.0644579892269186,2,2,212,38,2.58,7,258,2025-09-10,IT027042B43A866RLF
30060832,129835471,Isole,Cannaregio,Entire home/apt,45.44334,12.32436,117.0,117.0,2.0681858617461617,5,5,83,9,1.05,4,134,2025-07-11,IT027042C2E76YAMKH
30067616,4806020,Isole,Cannaregio,Entire home/apt,45.44267,12.33103,291.0,291.0,2.4638929889859074,2,2,440,51,5.35,3,296,2025-08-12,IT027042C2RQ9J94LR
30076812,10329111,Isole,Castello,Entire home/apt,45.43488,12.34471,162.0,162.0,2.2095150145426308,3,3,70,12,0.86,1,305,2025-08-07,IT027042C2S3RSATYD
30078293,73934712,Isole,Santa Croce,Entire home/apt,45.4412,12.32409,108.0,108.0,2.03342375548695,2,2,349,68,4.24,15,228,2025-08-24,IT027042C29RZLWN4J
30078544,73934712,Isole,Santa Croce,Entire home/apt,45.44104,12.32789,135.0,135.0,2.130333768495006,3,3,258,27,3.12,15,267,2025-08-25,IT027042C2IHTYNULY
30099273,19037111,Terraferma,Piave 1860,Entire home/apt,45.48741,12.23528,116.0,116.0,2.0644579892269186,2,2,245,56,3.13,2,286,2025-08-27,IT027042B4RSHPMGM9
30102306,53941305,Isole,Cannaregio,Entire home/apt,45.44142,12.34171,162.0,162.0,2.2095150145426308,2,2,26,0,0.33,1,252,2023-06-02,IT027042C2DK8EVE6T
30115794,220565353,Terraferma,Piave 1860,Private room,45.48685039999999,12.2272079,50.0,50.0,1.6989700043360187,1,1,110,43,5.68,1,363,2025-06-22,IT027042C2X3JVOQMU
30116842,226296831,Isole,Dorsoduro,Entire home/apt,45.434701,12.32032,172.0,172.0,2.2355284469075487,2,2,362,58,4.44,1,137,2025-08-21,IT027042C2VCECWZNT
30167534,139627704,Isole,San Marco,Entire home/apt,45.4358,12.33784,159.0,159.0,2.2013971243204513,3,3,90,13,1.1,30,351,2025-08-29,IT027042B4SD6OB79Q
30231607,227036878,Isole,Castello,Entire home/apt,45.43142,12.35392,411.0,411.0,2.6138418218760693,3,3,268,44,3.28,1,291,2025-08-16,IT027042C2ZRWE7OP7
30241205,224771046,Isole,San Polo,Entire home/apt,45.43911,12.33349,127.0,127.0,2.103803720955957,2,2,103,3,1.33,1,310,2025-02-15,IT027042B4U96U5BZA
30243711,33055304,Isole,San Marco,Entire home/apt,45.4358,12.33784,524.0,524.0,2.7193312869837265,1,1,4,0,0.11,5,289,2023-10-02,IT027042B4XDHCTFQF
30244031,33055304,Isole,San Marco,Entire home/apt,45.4358,12.33784,354.0,354.0,2.5490032620257876,1,1,172,9,2.69,5,266,2025-08-05,IT027042B42CAMW8JD
30244676,33055304,Isole,San Marco,Entire home/apt,45.4358,12.33784,517.0,517.0,2.7134905430939424,1,1,12,2,0.32,5,322,2025-01-22,IT027042B4PQVQTD2J
30282685,119243006,Terraferma,Piave 1860,Entire home/apt,45.48334,12.24226,68.0,68.0,1.8325089127062364,3,3,311,51,3.81,1,314,2025-08-31,IT027042B4JWYMFH35
30283763,41898872,Isole,San Polo,Entire home/apt,45.43916,12.32936,234.0,234.0,2.369215857410143,2,2,150,30,1.84,7,307,2025-09-07,IT027042B47AKWYUKD
30284438,12113015,Isole,San Marco,Entire home/apt,45.434078,12.334169,502.0,502.0,2.7007037171450192,3,3,102,15,1.25,18,300,2025-07-22,IT027042B4RVDBDIXP
30335148,308566,Isole,Castello,Private room,45.43767166137695,12.347352027893066,226.0,226.0,2.3541084391474008,1,1,1,0,0.06,12,43,2024-05-03,IT027042B4QB9DCAEE
30387364,32196030,Isole,Giudecca,Entire home/apt,45.426125,12.322118,225.0,225.0,2.3521825181113627,4,4,108,17,1.38,1,240,2025-08-24,IT027042C2SBOQVOQL
30398136,11020710,Isole,Lido,Entire home/apt,45.41608,12.37236,218.0,218.0,2.3384564936046046,2,2,137,19,1.76,4,236,2025-08-30,IT027042C2MR7BNDO9
30399343,11020710,Isole,Lido,Entire home/apt,45.41607666015625,12.372357368469238,113.0,113.0,2.05307844348342,2,2,228,42,2.79,4,238,2025-08-25,IT027042C2MR7BNDO9
30413020,165874453,Isole,Castello,Entire home/apt,45.43595,12.34003,536.0,536.0,2.72916478969277,3,3,384,50,5.11,3,119,2025-09-01,IT027042C25HTVZ2LO
30416763,214062359,Isole,Cannaregio,Entire home/apt,45.44472,12.32234,291.0,291.0,2.4638929889859074,2,2,65,10,0.82,16,90,2025-06-25,IT027042B4MRQHXVJH
30417076,68564211,Isole,Dorsoduro,Entire home/apt,45.43,12.33182,168.0,168.0,2.225309281725863,2,2,340,48,4.17,27,203,2025-08-27,IT027042C26IIMCS4L
30437231,228529437,Isole,Dorsoduro,Entire home/apt,45.432185,12.31643,216.0,216.0,2.3344537511509307,3,3,27,8,0.35,1,347,2025-04-27,IT027042C2GEJB9Y3W
30456635,11966215,Isole,Castello,Private room,45.43305,12.35383,95.0,95.0,1.9777236052888478,3,3,148,20,1.81,1,154,2025-06-11,IT027042B4EMIPQZNF
30458319,52917676,Terraferma,Piave 1860,Entire home/apt,45.48474,12.23128,97.0,97.0,1.9867717342662448,2,2,264,41,3.24,2,73,2025-08-26,IT027042B406B4BW
30467176,101016295,Isole,Castello,Entire home/apt,45.435005,12.34075,467.0,467.0,2.6693168805661123,2,2,247,31,3.03,2,244,2025-08-25,IT027042C2JQ6N8MKW
30492650,294951,Isole,Cannaregio,Entire home/apt,45.44418,12.3314,183.0,183.0,2.2624510897304293,2,2,168,37,2.06,21,97,2025-09-03,IT027042C2KMHZGX82
30517849,11388964,Isole,Cannaregio,Entire home/apt,45.43892,12.33746,112.0,112.0,2.0492180226701815,2,2,426,94,5.23,5,205,2025-08-21,IT027042B4BKE55LQC
30528942,185872492,Isole,Castello,Entire home/apt,45.43229669999999,12.3571181,110.0,110.0,2.041392685158225,2,2,76,7,0.98,3,339,2025-09-04,IT027042B4BOADVU8O
30581116,143286042,Terraferma,Carpenedo,Entire home/apt,45.50172,12.24655,86.0,86.0,1.9344984512435677,1,1,201,60,2.46,1,43,2025-09-07,IT027042B4NULMBH6J
30618666,229532248,Isole,Cannaregio,Entire home/apt,45.44372,12.32749,157.0,157.0,2.1958996524092336,2,2,411,53,5.02,1,326,2025-08-27,IT027042C2742P0BYE
30698825,52917676,Terraferma,Piave 1860,Entire home/apt,45.48474,12.23128,87.0,87.0,1.9395192526186185,2,2,187,38,2.29,2,77,2025-08-15,IT027042C2NNC4TIVG
30760815,41559211,Isole,Castello,Entire home/apt,45.433766,12.3495844,169.0,169.0,2.2278867046136734,1,1,294,64,3.6,8,126,2025-08-26,IT027042B4CMMGVQDX
30780935,160888372,Isole,Castello,Entire home/apt,45.43447,12.34944,178.0,178.0,2.250420002308894,2,2,106,9,1.3,1,261,2025-09-01,IT027042C2KACZ6FIM
30810822,230491585,Isole,Cannaregio,Entire home/apt,45.442273,12.334687,116.0,116.0,2.0644579892269186,2,2,104,7,1.3,2,349,2025-08-10,IT027042C2LWFCYDIK
30852114,8856114,Terraferma,Favaro,Entire home/apt,45.51103210449219,12.285633087158203,70.0,70.0,1.845098040014257,3,3,79,14,0.99,3,154,2025-07-30,IT027042C2Z5K3WMQZ
30879988,84543765,Isole,Castello,Private room,45.43847,12.34048,109.0,109.0,2.037426497940624,2,2,201,17,2.47,9,345,2025-09-03,IT027042C2Z6X8YMQI
30897412,230902884,Isole,Cannaregio,Entire home/apt,45.44331,12.32226,173.0,173.0,2.2380461031287955,3,3,257,48,3.16,1,14,2025-09-06,IT027042C2MWSVADIB
30935887,401113,Isole,San Marco,Entire home/apt,45.4352,12.33664,694.0,694.0,2.841359470454855,2,2,40,3,0.5,4,294,2025-07-01,IT027042C2XS63LDZN
30945343,8331675,Terraferma,Bissuola,Entire home/apt,45.49519,12.25443,68.0,68.0,1.8325089127062364,3,3,223,48,2.8,2,225,2025-08-19,IT027042C2J5WBSLVU
30956984,168595776,Isole,Castello,Private room,45.43911,12.34267,114.0,114.0,2.0569048513364727,2,2,324,50,3.97,3,112,2025-09-02,IT027042C22X3XLTEM
30957166,168595776,Isole,Castello,Private room,45.43774,12.34268,95.0,95.0,1.9777236052888478,2,2,329,54,4.03,3,103,2025-08-27,IT027042C22X3XLTEM
30959923,84543765,Isole,Cannaregio,Private room,45.4391,12.34058,136.0,136.0,2.1335389083702174,2,2,211,11,2.59,9,341,2025-08-16,IT027042C2Z6X8YMQI
31019742,168595776,Isole,Castello,Entire home/apt,45.43908,12.34266,164.0,164.0,2.214843848047698,2,2,384,56,4.7,3,101,2025-09-05,IT027042C22X3XLTEM
31028285,231757090,Isole,Castello,Entire home/apt,45.43357,12.34933,121.0,121.0,2.08278537031645,3,3,187,27,2.32,1,134,2025-08-02,IT027042C29F969ZLD
31040443,231848772,Isole,Castello,Entire home/apt,45.43502,12.34167,195.0,195.0,2.290034611362518,2,2,435,72,5.44,1,268,2025-09-10,IT027042B46QFBRHRJ
31046955,29706566,Isole,San Polo,Entire home/apt,45.43939,12.33272,170.0,170.0,2.230448921378274,3,3,200,38,2.55,3,316,2025-08-28,IT027042C2I8R3JHKM
31062519,10988715,Isole,Dorsoduro,Entire home/apt,45.43184,12.32692,700.0,700.0,2.845098040014257,2,2,36,7,0.44,14,107,2025-08-02,IT027042B4FEBCGFS9
31084125,228114695,Terraferma,Favaro,Entire home/apt,45.502934,12.275268,67.0,67.0,1.8260748027008264,1,1,364,58,4.46,1,225,2025-09-01,IT027042C25PIYZXHV
31109572,69775060,Isole,Santa Croce,Entire home/apt,45.435894,12.324004,198.0,198.0,2.296665190261531,3,3,241,39,3.02,1,307,2025-09-07,IT027042C2X86ADJ97
31143614,232772659,Isole,San Marco,Entire home/apt,45.43475,12.33579,351.0,351.0,2.545307116465824,2,2,368,54,4.71,1,323,2025-09-07,IT027042C2LACI8EDT
31157005,45370570,Isole,Castello,Entire home/apt,45.4377,12.34536,130.0,130.0,2.113943352306837,4,4,253,44,3.16,2,125,2025-09-04,IT027042B4DEO6IIOH
31158632,10988715,Isole,Dorsoduro,Entire home/apt,45.43184,12.32692,288.0,288.0,2.459392487759231,2,2,201,12,2.52,14,140,2025-08-23,IT027042B4SKED7ZP2
31161505,10988715,Isole,Dorsoduro,Entire home/apt,45.43184,12.32692,350.0,350.0,2.5440680443502757,2,2,162,8,2.03,14,129,2025-07-03,IT027042B4FEBCGFS9
31186705,233153110,Isole,Dorsoduro,Entire home/apt,45.43409,12.32561,209.0,209.0,2.320146286111054,2,2,141,37,1.73,1,87,2025-08-25,IT027042C2V7BZ297D
31201144,233309979,Isole,Cannaregio,Entire home/apt,45.44469,12.3244,143.0,143.0,2.155336037465062,3,3,209,36,2.62,1,228,2025-08-23,IT027042C289MHQNDJ
31203307,39462006,Isole,Cannaregio,Entire home/apt,45.445,12.32168,180.0,180.0,2.255272505103306,2,2,38,4,0.52,1,364,2025-07-01,IT027042C2NWIYBY6E
31217265,151634876,Isole,Castello,Entire home/apt,45.43594,12.34544,195.0,195.0,2.290034611362518,2,2,30,6,0.38,1,342,2025-08-20,IT027042B4Q6HMWBJ4
31230578,233603703,Isole,Santa Croce,Entire home/apt,45.43529,12.31895,161.0,161.0,2.2068258760318495,3,3,257,48,3.22,1,220,2025-09-06,IT027042C2CARESPTN
31256519,233780723,Terraferma,Campalto,Private room,45.48748397827149,12.295883178710938,95.0,95.0,1.9777236052888478,1,1,120,3,1.56,7,365,2025-02-17,IT027042B48YYSCONM
31303354,234289682,Isole,San Polo,Entire home/apt,45.43869,12.33409,171.0,171.0,2.2329961103921536,2,2,20,0,0.26,1,333,2021-08-29,IT027042C24JMVQWCN
31335624,68564211,Isole,Murano,Entire home/apt,45.45570381815553,12.355201942552622,128.0,128.0,2.1072099696478683,2,2,355,56,4.41,27,207,2025-08-24,IT027042C2NC9EUWR2
31366730,34103840,Terraferma,Marghera Catene,Entire home/apt,45.47687,12.21347,102.0,102.0,2.0086001717619175,2,2,144,10,1.81,1,328,2025-06-02,IT027042C2PUJ8EKMR
31376147,3446851,Isole,Cannaregio,Entire home/apt,45.44428,12.32283,198.0,198.0,2.296665190261531,3,3,2,0,0.08,3,321,2024-09-10,IT027042C2MUN2CT3N
31394802,232309532,Isole,Castello,Entire home/apt,45.43413,12.3538,131.0,131.0,2.1172712956557644,2,2,43,1,0.55,1,333,2024-11-23,IT027042B49E29BHKR
31395801,2634978,Isole,Castello,Entire home/apt,45.43382,12.34263,498.0,498.0,2.6972293427597176,1,1,30,9,0.39,142,282,2025-06-03,IT027042C2AHMJVB6M
31400853,107010081,Isole,Cannaregio,Entire home/apt,45.43993377685547,12.337536811828612,137.0,137.0,2.1367205671564067,1,1,409,64,5.06,1,252,2025-08-28,IT027042B4ZNZ6D2UQ
31403016,96221395,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49081,12.24437,83.0,83.0,1.919078092376074,1,1,93,21,1.17,50,120,2025-08-22,IT027042B4WXHWSBSZ
31409347,235263076,Isole,San Marco,Entire home/apt,45.43283,12.33211,323.0,323.0,2.509202522331103,3,3,172,46,2.15,1,312,2025-09-06,IT027042C2EMFPAQQO
31429316,179326998,Isole,Castello,Entire home/apt,45.43618,12.34906,284.0,284.0,2.4533183400470375,1,1,45,5,0.56,21,336,2025-08-07,IT027042B4Y9L45MO4
31432422,235434745,Isole,San Marco,Entire home/apt,45.43368,12.32851,215.0,215.0,2.3324384599156054,1,1,36,9,0.58,4,318,2025-08-17,IT027042B43WC2I8LZ
31436115,26420663,Isole,Santa Croce,Entire home/apt,45.441322,12.329144,157.0,157.0,2.1958996524092336,3,3,156,26,1.96,2,22,2025-09-09,IT027042C2GIW7CR8G
31452810,172443280,Isole,San Polo,Entire home/apt,45.437158748281945,12.326747719336687,269.0,269.0,2.429752280002408,2,2,77,9,0.98,1,223,2025-04-13,IT027042B4AE3DJOFV
31453021,235617845,Isole,Cannaregio,Entire home/apt,45.44231,12.33825,152.0,152.0,2.1818435879447726,2,2,158,19,1.98,1,140,2025-09-07,IT027042C29PXOS5Z8
31453478,96221395,Isole,Santa Croce,Entire home/apt,45.43652,12.31968,153.0,153.0,2.184691430817599,1,1,140,7,1.74,50,91,2025-08-28,IT027042C2AE9QW6O6
31462087,235677768,Isole,Cannaregio,Hotel room,45.4435,12.32886,225.0,225.0,2.3521825181113627,1,1,109,37,1.39,4,94,2025-08-29,IT027042B4JZK9D69N
31462928,235677768,Isole,Cannaregio,Hotel room,45.44288,12.32863,186.0,186.0,2.2695129442179165,1,1,123,20,1.54,4,93,2025-08-28,IT027042B4JZK9D69N
31463664,8742378,Isole,Castello,Entire home/apt,45.43662,12.34616,338.0,338.0,2.5289167002776547,2,2,348,72,4.4,1,52,2025-08-25,IT027042C247ZLO4A5
31486078,179326998,Isole,Castello,Entire home/apt,45.43568,12.34979,113.0,113.0,2.05307844348342,1,1,53,1,0.66,21,347,2025-05-03,IT027042B43AGP2DAH
31502664,28608013,Isole,Giudecca,Entire home/apt,45.42519,12.3259,135.0,135.0,2.130333768495006,3,3,65,6,0.81,1,335,2025-06-14,IT027042C2HVAX5RNN
31508921,236078136,Isole,San Marco,Entire home/apt,45.43322,12.33207,216.0,216.0,2.3344537511509307,3,3,12,1,0.15,1,60,2025-03-03,IT027042C2SBU8GNYT
31510151,236098947,Isole,Cannaregio,Entire home/apt,45.44138,12.3382,196.0,196.0,2.292256071356476,3,3,15,0,0.19,1,14,2023-10-01,IT027042C2JXCGYGQL
31524157,72445649,Isole,Dorsoduro,Entire home/apt,45.43238,12.32535,309.0,309.0,2.4899584794248346,3,3,80,10,1.05,18,327,2025-08-06,IT027042C2RBJCTOWT
31524686,31974659,Isole,Castello,Entire home/apt,45.43541,12.34961,267.0,267.0,2.4265112613645754,2,2,10,1,0.13,1,315,2024-10-14,IT027042B4OY4B6398
31524832,25128793,Isole,Santa Croce,Entire home/apt,45.44205,12.32816,118.0,118.0,2.0718820073061255,2,2,59,9,0.79,13,277,2025-08-16,IT027042C2PFWZT3VU
31525294,72445649,Isole,Dorsoduro,Entire home/apt,45.43570709228516,12.326091766357422,222.0,222.0,2.346352974450639,3,3,143,32,1.79,18,216,2025-08-30,IT027042C25C7YM6U8
31532843,236311898,Isole,Sant'Elena,Entire home/apt,45.42605,12.36231,304.0,304.0,2.482873583608754,2,2,22,4,0.44,1,97,2025-04-14,IT027042C2OQILVYIP
31549039,233780723,Terraferma,Campalto,Private room,45.48816,12.29537,124.0,124.0,2.093421685162235,1,1,21,3,0.34,7,270,2024-10-13,IT027042B48YYSCONM
31563752,10989537,Isole,Cannaregio,Entire home/apt,45.442142,12.339234,158.0,158.0,2.1986570869544226,3,3,334,41,4.2,12,292,2025-09-09,IT027042B4EPFKLXZD
31579988,159552785,Isole,San Marco,Entire home/apt,45.43304,12.33513,246.0,246.0,2.3909351071033793,4,4,84,23,1.07,4,130,2025-09-07,IT027042B4V7OPLKVZ
31583604,236750515,Isole,San Polo,Entire home/apt,45.4375,12.32756,557.0,557.0,2.745855195173729,3,3,62,20,0.8,2,303,2025-09-06,IT027042C2UOGH3JGA
